Mês,Variável,Valor,Un
novembro 1985,IPCA - Variação acumulada em 3 meses,40.09,%
novembro 1985,IPCA - Variação acumulada em 6 meses,87.86,%
novembro 1985,IPCA - Variação acumulada no ano,197.40,%
novembro 1985,IPCA - Variação acumulada em 12 meses,233.02,%
dezembro 1985,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000017322163,Número-índice
dezembro 1985,IPCA - Variação mensal,15.07,%
dezembro 1985,IPCA - Variação acumulada em 3 meses,45.08,%
dezembro 1985,IPCA - Variação acumulada em 6 meses,99.26,%
dezembro 1985,IPCA - Variação acumulada no ano,242.23,%
dezembro 1985,IPCA - Variação acumulada em 12 meses,242.23,%
janeiro 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000019811765,Número-índice
janeiro 1986,IPCA - Variação mensal,14.37,%
janeiro 1986,IPCA - Variação acumulada em 3 meses,50.00,%
janeiro 1986,IPCA - Variação acumulada em 6 meses,106.59,%
janeiro 1986,IPCA - Variação acumulada no ano,14.37,%
janeiro 1986,IPCA - Variação acumulada em 12 meses,250.23,%
fevereiro 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000022331080,Número-índice
fevereiro 1986,IPCA - Variação mensal,12.72,%
fevereiro 1986,IPCA - Variação acumulada em 3 meses,48.35,%
fevereiro 1986,IPCA - Variação acumulada em 6 meses,107.82,%
fevereiro 1986,IPCA - Variação acumulada no ano,28.92,%
fevereiro 1986,IPCA - Variação acumulada em 12 meses,256.08,%
março 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000023396314,Número-índice
março 1986,IPCA - Variação mensal,4.77,%
março 1986,IPCA - Variação acumulada em 3 meses,35.07,%
março 1986,IPCA - Variação acumulada em 6 meses,95.95,%
março 1986,IPCA - Variação acumulada no ano,35.07,%
março 1986,IPCA - Variação acumulada em 12 meses,238.65,%
abril 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000023578806,Número-índice
abril 1986,IPCA - Variação mensal,0.78,%
abril 1986,IPCA - Variação acumulada em 3 meses,19.01,%
abril 1986,IPCA - Variação acumulada em 6 meses,78.52,%
abril 1986,IPCA - Variação acumulada no ano,36.12,%
abril 1986,IPCA - Variação acumulada em 12 meses,215.44,%
maio 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000023908694,Número-índice
maio 1986,IPCA - Variação mensal,1.40,%
maio 1986,IPCA - Variação acumulada em 3 meses,7.06,%
maio 1986,IPCA - Variação acumulada em 6 meses,58.83,%
maio 1986,IPCA - Variação acumulada no ano,38.02,%
maio 1986,IPCA - Variação acumulada em 12 meses,198.38,%
junho 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000024212846,Número-índice
junho 1986,IPCA - Variação mensal,1.27,%
junho 1986,IPCA - Variação acumulada em 3 meses,3.49,%
junho 1986,IPCA - Variação acumulada em 6 meses,39.78,%
junho 1986,IPCA - Variação acumulada no ano,39.78,%
junho 1986,IPCA - Variação acumulada em 12 meses,178.52,%
julho 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000024626960,Número-índice
julho 1986,IPCA - Variação mensal,1.71,%
julho 1986,IPCA - Variação acumulada em 3 meses,4.45,%
julho 1986,IPCA - Variação acumulada em 6 meses,24.30,%
julho 1986,IPCA - Variação acumulada no ano,42.17,%
julho 1986,IPCA - Variação acumulada em 12 meses,156.80,%
agosto 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000025501983,Número-índice
agosto 1986,IPCA - Variação mensal,3.55,%
agosto 1986,IPCA - Variação acumulada em 3 meses,6.66,%
agosto 1986,IPCA - Variação acumulada em 6 meses,14.20,%
agosto 1986,IPCA - Variação acumulada no ano,47.22,%
agosto 1986,IPCA - Variação acumulada em 12 meses,137.33,%
setembro 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000025939494,Número-índice
setembro 1986,IPCA - Variação mensal,1.72,%
setembro 1986,IPCA - Variação acumulada em 3 meses,7.13,%
setembro 1986,IPCA - Variação acumulada em 6 meses,10.87,%
setembro 1986,IPCA - Variação acumulada no ano,49.75,%
setembro 1986,IPCA - Variação acumulada em 12 meses,117.25,%
outubro 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000026433156,Número-índice
outubro 1986,IPCA - Variação mensal,1.90,%
outubro 1986,IPCA - Variação acumulada em 3 meses,7.33,%
outubro 1986,IPCA - Variação acumulada em 6 meses,12.11,%
outubro 1986,IPCA - Variação acumulada no ano,52.60,%
outubro 1986,IPCA - Variação acumulada em 12 meses,100.13,%
novembro 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000027874369,Número-índice
novembro 1986,IPCA - Variação mensal,5.45,%
novembro 1986,IPCA - Variação acumulada em 3 meses,9.30,%
novembro 1986,IPCA - Variação acumulada em 6 meses,16.59,%
novembro 1986,IPCA - Variação acumulada no ano,60.92,%
novembro 1986,IPCA - Variação acumulada em 12 meses,85.17,%
dezembro 1986,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000031121777,Número-índice
dezembro 1986,IPCA - Variação mensal,11.65,%
dezembro 1986,IPCA - Variação acumulada em 3 meses,19.98,%
dezembro 1986,IPCA - Variação acumulada em 6 meses,28.53,%
dezembro 1986,IPCA - Variação acumulada no ano,79.66,%
dezembro 1986,IPCA - Variação acumulada em 12 meses,79.66,%
janeiro 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000035232510,Número-índice
janeiro 1987,IPCA - Variação mensal,13.21,%
janeiro 1987,IPCA - Variação acumulada em 3 meses,33.29,%
janeiro 1987,IPCA - Variação acumulada em 6 meses,43.06,%
janeiro 1987,IPCA - Variação acumulada no ano,13.21,%
janeiro 1987,IPCA - Variação acumulada em 12 meses,77.84,%
fevereiro 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000039684829,Número-índice
fevereiro 1987,IPCA - Variação mensal,12.64,%
fevereiro 1987,IPCA - Variação acumulada em 3 meses,42.37,%
fevereiro 1987,IPCA - Variação acumulada em 6 meses,55.61,%
fevereiro 1987,IPCA - Variação acumulada no ano,27.51,%
fevereiro 1987,IPCA - Variação acumulada em 12 meses,77.71,%
março 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000046181985,Número-índice
março 1987,IPCA - Variação mensal,16.37,%
março 1987,IPCA - Variação acumulada em 3 meses,48.39,%
março 1987,IPCA - Variação acumulada em 6 meses,78.04,%
março 1987,IPCA - Variação acumulada no ano,48.39,%
março 1987,IPCA - Variação acumulada em 12 meses,97.39,%
abril 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000055002395,Número-índice
abril 1987,IPCA - Variação mensal,19.10,%
abril 1987,IPCA - Variação acumulada em 3 meses,56.11,%
abril 1987,IPCA - Variação acumulada em 6 meses,108.08,%
abril 1987,IPCA - Variação acumulada no ano,76.73,%
abril 1987,IPCA - Variação acumulada em 12 meses,133.27,%
maio 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000066801157,Número-índice
maio 1987,IPCA - Variação mensal,21.45,%
maio 1987,IPCA - Variação acumulada em 3 meses,68.33,%
maio 1987,IPCA - Variação acumulada em 6 meses,139.65,%
maio 1987,IPCA - Variação acumulada no ano,114.64,%
maio 1987,IPCA - Variação acumulada em 12 meses,179.40,%
junho 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000079968603,Número-índice
junho 1987,IPCA - Variação mensal,19.71,%
junho 1987,IPCA - Variação acumulada em 3 meses,73.16,%
junho 1987,IPCA - Variação acumulada em 6 meses,156.95,%
junho 1987,IPCA - Variação acumulada no ano,156.95,%
junho 1987,IPCA - Variação acumulada em 12 meses,230.27,%
julho 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000087333762,Número-índice
julho 1987,IPCA - Variação mensal,9.21,%
julho 1987,IPCA - Variação acumulada em 3 meses,58.78,%
julho 1987,IPCA - Variação acumulada em 6 meses,147.88,%
julho 1987,IPCA - Variação acumulada no ano,180.62,%
julho 1987,IPCA - Variação acumulada em 12 meses,254.63,%
agosto 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000091587212,Número-índice
agosto 1987,IPCA - Variação mensal,4.87,%
agosto 1987,IPCA - Variação acumulada em 3 meses,37.10,%
agosto 1987,IPCA - Variação acumulada em 6 meses,130.79,%
agosto 1987,IPCA - Variação acumulada no ano,194.29,%
agosto 1987,IPCA - Variação acumulada em 12 meses,259.14,%
setembro 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000098713730,Número-índice
setembro 1987,IPCA - Variação mensal,7.78,%
setembro 1987,IPCA - Variação acumulada em 3 meses,23.44,%
setembro 1987,IPCA - Variação acumulada em 6 meses,113.75,%
setembro 1987,IPCA - Variação acumulada no ano,217.19,%
setembro 1987,IPCA - Variação acumulada em 12 meses,280.55,%
outubro 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000109789545,Número-índice
outubro 1987,IPCA - Variação mensal,11.22,%
outubro 1987,IPCA - Variação acumulada em 3 meses,25.71,%
outubro 1987,IPCA - Variação acumulada em 6 meses,99.61,%
outubro 1987,IPCA - Variação acumulada no ano,252.77,%
outubro 1987,IPCA - Variação acumulada em 12 meses,315.35,%
novembro 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000126344777,Número-índice
novembro 1987,IPCA - Variação mensal,15.08,%
novembro 1987,IPCA - Variação acumulada em 3 meses,37.95,%
novembro 1987,IPCA - Variação acumulada em 6 meses,89.14,%
novembro 1987,IPCA - Variação acumulada no ano,305.97,%
novembro 1987,IPCA - Variação acumulada em 12 meses,353.27,%
dezembro 1987,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000144221901,Número-índice
dezembro 1987,IPCA - Variação mensal,14.15,%
dezembro 1987,IPCA - Variação acumulada em 3 meses,46.10,%
dezembro 1987,IPCA - Variação acumulada em 6 meses,80.35,%
dezembro 1987,IPCA - Variação acumulada no ano,363.41,%
dezembro 1987,IPCA - Variação acumulada em 12 meses,363.41,%
janeiro 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000171464570,Número-índice
janeiro 1988,IPCA - Variação mensal,18.89,%
janeiro 1988,IPCA - Variação acumulada em 3 meses,56.18,%
janeiro 1988,IPCA - Variação acumulada em 6 meses,96.33,%
janeiro 1988,IPCA - Variação acumulada no ano,18.89,%
janeiro 1988,IPCA - Variação acumulada em 12 meses,386.67,%
fevereiro 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000198384369,Número-índice
fevereiro 1988,IPCA - Variação mensal,15.70,%
fevereiro 1988,IPCA - Variação acumulada em 3 meses,57.02,%
fevereiro 1988,IPCA - Variação acumulada em 6 meses,116.61,%
fevereiro 1988,IPCA - Variação acumulada no ano,37.55,%
fevereiro 1988,IPCA - Variação acumulada em 12 meses,399.90,%
março 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000233301029,Número-índice
março 1988,IPCA - Variação mensal,17.60,%
março 1988,IPCA - Variação acumulada em 3 meses,61.77,%
março 1988,IPCA - Variação acumulada em 6 meses,136.34,%
março 1988,IPCA - Variação acumulada no ano,61.77,%
março 1988,IPCA - Variação acumulada em 12 meses,405.18,%
abril 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000278303890,Número-índice
abril 1988,IPCA - Variação mensal,19.29,%
abril 1988,IPCA - Variação acumulada em 3 meses,62.31,%
abril 1988,IPCA - Variação acumulada em 6 meses,153.49,%
abril 1988,IPCA - Variação acumulada no ano,92.97,%
abril 1988,IPCA - Variação acumulada em 12 meses,405.99,%
maio 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000326783343,Número-índice
maio 1988,IPCA - Variação mensal,17.42,%
maio 1988,IPCA - Variação acumulada em 3 meses,64.72,%
maio 1988,IPCA - Variação acumulada em 6 meses,158.64,%
maio 1988,IPCA - Variação acumulada no ano,126.58,%
maio 1988,IPCA - Variação acumulada em 12 meses,389.19,%
junho 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000398675537,Número-índice
junho 1988,IPCA - Variação mensal,22.00,%
junho 1988,IPCA - Variação acumulada em 3 meses,70.88,%
junho 1988,IPCA - Variação acumulada em 6 meses,176.43,%
junho 1988,IPCA - Variação acumulada no ano,176.43,%
junho 1988,IPCA - Variação acumulada em 12 meses,398.54,%
julho 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000486025677,Número-índice
julho 1988,IPCA - Variação mensal,21.91,%
julho 1988,IPCA - Variação acumulada em 3 meses,74.64,%
julho 1988,IPCA - Variação acumulada em 6 meses,183.46,%
julho 1988,IPCA - Variação acumulada no ano,237.00,%
julho 1988,IPCA - Variação acumulada em 12 meses,456.52,%
agosto 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000590958147,Número-índice
agosto 1988,IPCA - Variação mensal,21.59,%
agosto 1988,IPCA - Variação acumulada em 3 meses,80.84,%
agosto 1988,IPCA - Variação acumulada em 6 meses,197.89,%
agosto 1988,IPCA - Variação acumulada no ano,309.76,%
agosto 1988,IPCA - Variação acumulada em 12 meses,545.24,%
setembro 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000753176493,Número-índice
setembro 1988,IPCA - Variação mensal,27.45,%
setembro 1988,IPCA - Variação acumulada em 3 meses,88.92,%
setembro 1988,IPCA - Variação acumulada em 6 meses,222.83,%
setembro 1988,IPCA - Variação acumulada no ano,422.23,%
setembro 1988,IPCA - Variação acumulada em 12 meses,662.99,%
outubro 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0000946139936,Número-índice
outubro 1988,IPCA - Variação mensal,25.62,%
outubro 1988,IPCA - Variação acumulada em 3 meses,94.67,%
outubro 1988,IPCA - Variação acumulada em 6 meses,239.97,%
outubro 1988,IPCA - Variação acumulada no ano,556.03,%
outubro 1988,IPCA - Variação acumulada em 12 meses,761.78,%
novembro 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0001210492553,Número-índice
novembro 1988,IPCA - Variação mensal,27.94,%
novembro 1988,IPCA - Variação acumulada em 3 meses,104.84,%
novembro 1988,IPCA - Variação acumulada em 6 meses,270.43,%
novembro 1988,IPCA - Variação acumulada no ano,739.33,%
novembro 1988,IPCA - Variação acumulada em 12 meses,858.09,%
dezembro 1988,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0001557904426,Número-índice
dezembro 1988,IPCA - Variação mensal,28.70,%
dezembro 1988,IPCA - Variação acumulada em 3 meses,106.84,%
dezembro 1988,IPCA - Variação acumulada em 6 meses,290.77,%
dezembro 1988,IPCA - Variação acumulada no ano,980.21,%
dezembro 1988,IPCA - Variação acumulada em 12 meses,980.21,%
janeiro 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0002141963000,Número-índice
janeiro 1989,IPCA - Variação mensal,37.49,%
janeiro 1989,IPCA - Variação acumulada em 3 meses,126.39,%
janeiro 1989,IPCA - Variação acumulada em 6 meses,340.71,%
janeiro 1989,IPCA - Variação acumulada no ano,37.49,%
janeiro 1989,IPCA - Variação acumulada em 12 meses,1149.22,%
fevereiro 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0002501384201,Número-índice
fevereiro 1989,IPCA - Variação mensal,16.78,%
fevereiro 1989,IPCA - Variação acumulada em 3 meses,106.64,%
fevereiro 1989,IPCA - Variação acumulada em 6 meses,323.28,%
fevereiro 1989,IPCA - Variação acumulada no ano,60.56,%
fevereiro 1989,IPCA - Variação acumulada em 12 meses,1160.88,%
março 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0002671978428,Número-índice
março 1989,IPCA - Variação mensal,6.82,%
março 1989,IPCA - Variação acumulada em 3 meses,71.51,%
março 1989,IPCA - Variação acumulada em 6 meses,254.76,%
março 1989,IPCA - Variação acumulada no ano,71.51,%
março 1989,IPCA - Variação acumulada em 12 meses,1045.29,%
abril 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0002894554586,Número-índice
abril 1989,IPCA - Variação mensal,8.33,%
abril 1989,IPCA - Variação acumulada em 3 meses,35.14,%
abril 1989,IPCA - Variação acumulada em 6 meses,205.93,%
abril 1989,IPCA - Variação acumulada no ano,85.80,%
abril 1989,IPCA - Variação acumulada em 12 meses,940.07,%
maio 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0003413257896,Número-índice
maio 1989,IPCA - Variação mensal,17.92,%
maio 1989,IPCA - Variação acumulada em 3 meses,36.45,%
maio 1989,IPCA - Variação acumulada em 6 meses,181.97,%
maio 1989,IPCA - Variação acumulada no ano,119.09,%
maio 1989,IPCA - Variação acumulada em 12 meses,944.50,%
junho 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0004391155989,Número-índice
junho 1989,IPCA - Variação mensal,28.65,%
junho 1989,IPCA - Variação acumulada em 3 meses,64.34,%
junho 1989,IPCA - Variação acumulada em 6 meses,181.86,%
junho 1989,IPCA - Variação acumulada no ano,181.86,%
junho 1989,IPCA - Variação acumulada em 12 meses,1001.44,%
julho 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0005609261703,Número-índice
julho 1989,IPCA - Variação mensal,27.74,%
julho 1989,IPCA - Variação acumulada em 3 meses,93.79,%
julho 1989,IPCA - Variação acumulada em 6 meses,161.87,%
julho 1989,IPCA - Variação acumulada no ano,260.05,%
julho 1989,IPCA - Variação acumulada em 12 meses,1054.11,%
agosto 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0007500144816,Número-índice
agosto 1989,IPCA - Variação mensal,33.71,%
agosto 1989,IPCA - Variação acumulada em 3 meses,119.74,%
agosto 1989,IPCA - Variação acumulada em 6 meses,199.84,%
agosto 1989,IPCA - Variação acumulada no ano,381.43,%
agosto 1989,IPCA - Variação acumulada em 12 meses,1169.15,%
setembro 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0010317199110,Número-índice
setembro 1989,IPCA - Variação mensal,37.56,%
setembro 1989,IPCA - Variação acumulada em 3 meses,134.95,%
setembro 1989,IPCA - Variação acumulada em 6 meses,286.13,%
setembro 1989,IPCA - Variação acumulada no ano,562.25,%
setembro 1989,IPCA - Variação acumulada em 12 meses,1269.82,%
outubro 1989,IPCA - Número-índice (base: dezembro de 1993 = 100),0.0014420348808,Número-índice
outubro 1989,IPCA - Variação mensal,39.77,%
outubro 1989,IPCA - Variação acumulada em 3 meses,157.08,%
outubro 1989,IPCA - Variação acumulada em 6 meses,398.19,%
outubro 1989,IPCA - Variação acumulada no ano,825.62,%
