Mês,Variável,Valor,Un
novembro 2000,IPCA - Variação mensal,0.32,%
novembro 2000,IPCA - Variação acumulada em 3 meses,0.69,%
novembro 2000,IPCA - Variação acumulada em 6 meses,3.89,%
novembro 2000,IPCA - Variação acumulada no ano,5.35,%
novembro 2000,IPCA - Variação acumulada em 12 meses,5.99,%
dezembro 2000,IPCA - Número-índice (base: dezembro de 1993 = 100),1683.4700000000000,Número-índice
dezembro 2000,IPCA - Variação mensal,0.59,%
dezembro 2000,IPCA - Variação acumulada em 3 meses,1.05,%
dezembro 2000,IPCA - Variação acumulada em 6 meses,4.26,%
dezembro 2000,IPCA - Variação acumulada no ano,5.97,%
dezembro 2000,IPCA - Variação acumulada em 12 meses,5.97,%
janeiro 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1693.0700000000000,Número-índice
janeiro 2001,IPCA - Variação mensal,0.57,%
janeiro 2001,IPCA - Variação acumulada em 3 meses,1.49,%
janeiro 2001,IPCA - Variação acumulada em 6 meses,3.20,%
janeiro 2001,IPCA - Variação acumulada no ano,0.57,%
janeiro 2001,IPCA - Variação acumulada em 12 meses,5.92,%
fevereiro 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1700.8600000000000,Número-índice
fevereiro 2001,IPCA - Variação mensal,0.46,%
fevereiro 2001,IPCA - Variação acumulada em 3 meses,1.63,%
fevereiro 2001,IPCA - Variação acumulada em 6 meses,2.33,%
fevereiro 2001,IPCA - Variação acumulada no ano,1.03,%
fevereiro 2001,IPCA - Variação acumulada em 12 meses,6.27,%
março 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1707.3200000000000,Número-índice
março 2001,IPCA - Variação mensal,0.38,%
março 2001,IPCA - Variação acumulada em 3 meses,1.42,%
março 2001,IPCA - Variação acumulada em 6 meses,2.48,%
março 2001,IPCA - Variação acumulada no ano,1.42,%
março 2001,IPCA - Variação acumulada em 12 meses,6.44,%
abril 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1717.2200000000000,Número-índice
abril 2001,IPCA - Variação mensal,0.58,%
abril 2001,IPCA - Variação acumulada em 3 meses,1.43,%
abril 2001,IPCA - Variação acumulada em 6 meses,2.93,%
abril 2001,IPCA - Variação acumulada no ano,2.00,%
abril 2001,IPCA - Variação acumulada em 12 meses,6.61,%
maio 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1724.2600000000000,Número-índice
maio 2001,IPCA - Variação mensal,0.41,%
maio 2001,IPCA - Variação acumulada em 3 meses,1.38,%
maio 2001,IPCA - Variação acumulada em 6 meses,3.03,%
maio 2001,IPCA - Variação acumulada no ano,2.42,%
maio 2001,IPCA - Variação acumulada em 12 meses,7.04,%
junho 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1733.2300000000000,Número-índice
junho 2001,IPCA - Variação mensal,0.52,%
junho 2001,IPCA - Variação acumulada em 3 meses,1.52,%
junho 2001,IPCA - Variação acumulada em 6 meses,2.96,%
junho 2001,IPCA - Variação acumulada no ano,2.96,%
junho 2001,IPCA - Variação acumulada em 12 meses,7.35,%
julho 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1756.2800000000000,Número-índice
julho 2001,IPCA - Variação mensal,1.33,%
julho 2001,IPCA - Variação acumulada em 3 meses,2.27,%
julho 2001,IPCA - Variação acumulada em 6 meses,3.73,%
julho 2001,IPCA - Variação acumulada no ano,4.32,%
julho 2001,IPCA - Variação acumulada em 12 meses,7.05,%
agosto 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1768.5700000000000,Número-índice
agosto 2001,IPCA - Variação mensal,0.70,%
agosto 2001,IPCA - Variação acumulada em 3 meses,2.57,%
agosto 2001,IPCA - Variação acumulada em 6 meses,3.98,%
agosto 2001,IPCA - Variação acumulada no ano,5.06,%
agosto 2001,IPCA - Variação acumulada em 12 meses,6.41,%
setembro 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1773.5200000000000,Número-índice
setembro 2001,IPCA - Variação mensal,0.28,%
setembro 2001,IPCA - Variação acumulada em 3 meses,2.32,%
setembro 2001,IPCA - Variação acumulada em 6 meses,3.88,%
setembro 2001,IPCA - Variação acumulada no ano,5.35,%
setembro 2001,IPCA - Variação acumulada em 12 meses,6.46,%
outubro 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1788.2400000000000,Número-índice
outubro 2001,IPCA - Variação mensal,0.83,%
outubro 2001,IPCA - Variação acumulada em 3 meses,1.82,%
outubro 2001,IPCA - Variação acumulada em 6 meses,4.14,%
outubro 2001,IPCA - Variação acumulada no ano,6.22,%
outubro 2001,IPCA - Variação acumulada em 12 meses,7.19,%
novembro 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1800.9400000000000,Número-índice
novembro 2001,IPCA - Variação mensal,0.71,%
novembro 2001,IPCA - Variação acumulada em 3 meses,1.83,%
novembro 2001,IPCA - Variação acumulada em 6 meses,4.45,%
novembro 2001,IPCA - Variação acumulada no ano,6.98,%
novembro 2001,IPCA - Variação acumulada em 12 meses,7.61,%
dezembro 2001,IPCA - Número-índice (base: dezembro de 1993 = 100),1812.6500000000000,Número-índice
dezembro 2001,IPCA - Variação mensal,0.65,%
dezembro 2001,IPCA - Variação acumulada em 3 meses,2.21,%
dezembro 2001,IPCA - Variação acumulada em 6 meses,4.58,%
dezembro 2001,IPCA - Variação acumulada no ano,7.67,%
dezembro 2001,IPCA - Variação acumulada em 12 meses,7.67,%
janeiro 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1822.0800000000000,Número-índice
janeiro 2002,IPCA - Variação mensal,0.52,%
janeiro 2002,IPCA - Variação acumulada em 3 meses,1.89,%
janeiro 2002,IPCA - Variação acumulada em 6 meses,3.75,%
janeiro 2002,IPCA - Variação acumulada no ano,0.52,%
janeiro 2002,IPCA - Variação acumulada em 12 meses,7.62,%
fevereiro 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1828.6400000000000,Número-índice
fevereiro 2002,IPCA - Variação mensal,0.36,%
fevereiro 2002,IPCA - Variação acumulada em 3 meses,1.54,%
fevereiro 2002,IPCA - Variação acumulada em 6 meses,3.40,%
fevereiro 2002,IPCA - Variação acumulada no ano,0.88,%
fevereiro 2002,IPCA - Variação acumulada em 12 meses,7.51,%
março 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1839.6100000000000,Número-índice
março 2002,IPCA - Variação mensal,0.60,%
março 2002,IPCA - Variação acumulada em 3 meses,1.49,%
março 2002,IPCA - Variação acumulada em 6 meses,3.73,%
março 2002,IPCA - Variação acumulada no ano,1.49,%
março 2002,IPCA - Variação acumulada em 12 meses,7.75,%
abril 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1854.3300000000000,Número-índice
abril 2002,IPCA - Variação mensal,0.80,%
abril 2002,IPCA - Variação acumulada em 3 meses,1.77,%
abril 2002,IPCA - Variação acumulada em 6 meses,3.70,%
abril 2002,IPCA - Variação acumulada no ano,2.30,%
abril 2002,IPCA - Variação acumulada em 12 meses,7.98,%
maio 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1858.2200000000000,Número-índice
maio 2002,IPCA - Variação mensal,0.21,%
maio 2002,IPCA - Variação acumulada em 3 meses,1.62,%
maio 2002,IPCA - Variação acumulada em 6 meses,3.18,%
maio 2002,IPCA - Variação acumulada no ano,2.51,%
maio 2002,IPCA - Variação acumulada em 12 meses,7.77,%
junho 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1866.0200000000000,Número-índice
junho 2002,IPCA - Variação mensal,0.42,%
junho 2002,IPCA - Variação acumulada em 3 meses,1.44,%
junho 2002,IPCA - Variação acumulada em 6 meses,2.94,%
junho 2002,IPCA - Variação acumulada no ano,2.94,%
junho 2002,IPCA - Variação acumulada em 12 meses,7.66,%
julho 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1888.2300000000000,Número-índice
julho 2002,IPCA - Variação mensal,1.19,%
julho 2002,IPCA - Variação acumulada em 3 meses,1.83,%
julho 2002,IPCA - Variação acumulada em 6 meses,3.63,%
julho 2002,IPCA - Variação acumulada no ano,4.17,%
julho 2002,IPCA - Variação acumulada em 12 meses,7.51,%
agosto 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1900.5000000000000,Número-índice
agosto 2002,IPCA - Variação mensal,0.65,%
agosto 2002,IPCA - Variação acumulada em 3 meses,2.28,%
agosto 2002,IPCA - Variação acumulada em 6 meses,3.93,%
agosto 2002,IPCA - Variação acumulada no ano,4.85,%
agosto 2002,IPCA - Variação acumulada em 12 meses,7.46,%
setembro 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1914.1800000000000,Número-índice
setembro 2002,IPCA - Variação mensal,0.72,%
setembro 2002,IPCA - Variação acumulada em 3 meses,2.58,%
setembro 2002,IPCA - Variação acumulada em 6 meses,4.05,%
setembro 2002,IPCA - Variação acumulada no ano,5.60,%
setembro 2002,IPCA - Variação acumulada em 12 meses,7.93,%
outubro 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1939.2600000000000,Número-índice
outubro 2002,IPCA - Variação mensal,1.31,%
outubro 2002,IPCA - Variação acumulada em 3 meses,2.70,%
outubro 2002,IPCA - Variação acumulada em 6 meses,4.58,%
outubro 2002,IPCA - Variação acumulada no ano,6.98,%
outubro 2002,IPCA - Variação acumulada em 12 meses,8.45,%
novembro 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),1997.8300000000000,Número-índice
novembro 2002,IPCA - Variação mensal,3.02,%
novembro 2002,IPCA - Variação acumulada em 3 meses,5.12,%
novembro 2002,IPCA - Variação acumulada em 6 meses,7.51,%
novembro 2002,IPCA - Variação acumulada no ano,10.22,%
novembro 2002,IPCA - Variação acumulada em 12 meses,10.93,%
dezembro 2002,IPCA - Número-índice (base: dezembro de 1993 = 100),2039.7800000000000,Número-índice
dezembro 2002,IPCA - Variação mensal,2.10,%
dezembro 2002,IPCA - Variação acumulada em 3 meses,6.56,%
dezembro 2002,IPCA - Variação acumulada em 6 meses,9.31,%
dezembro 2002,IPCA - Variação acumulada no ano,12.53,%
dezembro 2002,IPCA - Variação acumulada em 12 meses,12.53,%
janeiro 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2085.6800000000000,Número-índice
janeiro 2003,IPCA - Variação mensal,2.25,%
janeiro 2003,IPCA - Variação acumulada em 3 meses,7.55,%
janeiro 2003,IPCA - Variação acumulada em 6 meses,10.46,%
janeiro 2003,IPCA - Variação acumulada no ano,2.25,%
janeiro 2003,IPCA - Variação acumulada em 12 meses,14.47,%
fevereiro 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2118.4300000000000,Número-índice
fevereiro 2003,IPCA - Variação mensal,1.57,%
fevereiro 2003,IPCA - Variação acumulada em 3 meses,6.04,%
fevereiro 2003,IPCA - Variação acumulada em 6 meses,11.47,%
fevereiro 2003,IPCA - Variação acumulada no ano,3.86,%
fevereiro 2003,IPCA - Variação acumulada em 12 meses,15.85,%
março 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2144.4900000000000,Número-índice
março 2003,IPCA - Variação mensal,1.23,%
março 2003,IPCA - Variação acumulada em 3 meses,5.13,%
março 2003,IPCA - Variação acumulada em 6 meses,12.03,%
março 2003,IPCA - Variação acumulada no ano,5.13,%
março 2003,IPCA - Variação acumulada em 12 meses,16.57,%
abril 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2165.2900000000000,Número-índice
abril 2003,IPCA - Variação mensal,0.97,%
abril 2003,IPCA - Variação acumulada em 3 meses,3.82,%
abril 2003,IPCA - Variação acumulada em 6 meses,11.66,%
abril 2003,IPCA - Variação acumulada no ano,6.15,%
abril 2003,IPCA - Variação acumulada em 12 meses,16.77,%
maio 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2178.5000000000000,Número-índice
maio 2003,IPCA - Variação mensal,0.61,%
maio 2003,IPCA - Variação acumulada em 3 meses,2.84,%
maio 2003,IPCA - Variação acumulada em 6 meses,9.04,%
maio 2003,IPCA - Variação acumulada no ano,6.80,%
maio 2003,IPCA - Variação acumulada em 12 meses,17.24,%
junho 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2175.2300000000000,Número-índice
junho 2003,IPCA - Variação mensal,-0.15,%
junho 2003,IPCA - Variação acumulada em 3 meses,1.43,%
junho 2003,IPCA - Variação acumulada em 6 meses,6.64,%
junho 2003,IPCA - Variação acumulada no ano,6.64,%
junho 2003,IPCA - Variação acumulada em 12 meses,16.57,%
julho 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2179.5800000000000,Número-índice
julho 2003,IPCA - Variação mensal,0.20,%
julho 2003,IPCA - Variação acumulada em 3 meses,0.66,%
julho 2003,IPCA - Variação acumulada em 6 meses,4.50,%
julho 2003,IPCA - Variação acumulada no ano,6.85,%
julho 2003,IPCA - Variação acumulada em 12 meses,15.43,%
agosto 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2186.9900000000000,Número-índice
agosto 2003,IPCA - Variação mensal,0.34,%
agosto 2003,IPCA - Variação acumulada em 3 meses,0.39,%
agosto 2003,IPCA - Variação acumulada em 6 meses,3.24,%
agosto 2003,IPCA - Variação acumulada no ano,7.22,%
agosto 2003,IPCA - Variação acumulada em 12 meses,15.07,%
setembro 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2204.0500000000000,Número-índice
setembro 2003,IPCA - Variação mensal,0.78,%
setembro 2003,IPCA - Variação acumulada em 3 meses,1.32,%
setembro 2003,IPCA - Variação acumulada em 6 meses,2.78,%
setembro 2003,IPCA - Variação acumulada no ano,8.05,%
setembro 2003,IPCA - Variação acumulada em 12 meses,15.14,%
outubro 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2210.4400000000000,Número-índice
outubro 2003,IPCA - Variação mensal,0.29,%
outubro 2003,IPCA - Variação acumulada em 3 meses,1.42,%
outubro 2003,IPCA - Variação acumulada em 6 meses,2.09,%
outubro 2003,IPCA - Variação acumulada no ano,8.37,%
outubro 2003,IPCA - Variação acumulada em 12 meses,13.98,%
novembro 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2217.9600000000000,Número-índice
novembro 2003,IPCA - Variação mensal,0.34,%
novembro 2003,IPCA - Variação acumulada em 3 meses,1.42,%
novembro 2003,IPCA - Variação acumulada em 6 meses,1.81,%
novembro 2003,IPCA - Variação acumulada no ano,8.74,%
novembro 2003,IPCA - Variação acumulada em 12 meses,11.02,%
dezembro 2003,IPCA - Número-índice (base: dezembro de 1993 = 100),2229.4900000000000,Número-índice
dezembro 2003,IPCA - Variação mensal,0.52,%
dezembro 2003,IPCA - Variação acumulada em 3 meses,1.15,%
dezembro 2003,IPCA - Variação acumulada em 6 meses,2.49,%
dezembro 2003,IPCA - Variação acumulada no ano,9.30,%
dezembro 2003,IPCA - Variação acumulada em 12 meses,9.30,%
janeiro 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2246.4300000000000,Número-índice
janeiro 2004,IPCA - Variação mensal,0.76,%
janeiro 2004,IPCA - Variação acumulada em 3 meses,1.63,%
janeiro 2004,IPCA - Variação acumulada em 6 meses,3.07,%
janeiro 2004,IPCA - Variação acumulada no ano,0.76,%
janeiro 2004,IPCA - Variação acumulada em 12 meses,7.71,%
fevereiro 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2260.1300000000000,Número-índice
fevereiro 2004,IPCA - Variação mensal,0.61,%
fevereiro 2004,IPCA - Variação acumulada em 3 meses,1.90,%
fevereiro 2004,IPCA - Variação acumulada em 6 meses,3.34,%
fevereiro 2004,IPCA - Variação acumulada no ano,1.37,%
fevereiro 2004,IPCA - Variação acumulada em 12 meses,6.69,%
março 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2270.7500000000000,Número-índice
março 2004,IPCA - Variação mensal,0.47,%
março 2004,IPCA - Variação acumulada em 3 meses,1.85,%
março 2004,IPCA - Variação acumulada em 6 meses,3.03,%
março 2004,IPCA - Variação acumulada no ano,1.85,%
março 2004,IPCA - Variação acumulada em 12 meses,5.89,%
abril 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2279.1500000000000,Número-índice
abril 2004,IPCA - Variação mensal,0.37,%
abril 2004,IPCA - Variação acumulada em 3 meses,1.46,%
abril 2004,IPCA - Variação acumulada em 6 meses,3.11,%
abril 2004,IPCA - Variação acumulada no ano,2.23,%
abril 2004,IPCA - Variação acumulada em 12 meses,5.26,%
maio 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2290.7700000000000,Número-índice
maio 2004,IPCA - Variação mensal,0.51,%
maio 2004,IPCA - Variação acumulada em 3 meses,1.36,%
maio 2004,IPCA - Variação acumulada em 6 meses,3.28,%
maio 2004,IPCA - Variação acumulada no ano,2.75,%
maio 2004,IPCA - Variação acumulada em 12 meses,5.15,%
junho 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2307.0300000000000,Número-índice
junho 2004,IPCA - Variação mensal,0.71,%
junho 2004,IPCA - Variação acumulada em 3 meses,1.60,%
junho 2004,IPCA - Variação acumulada em 6 meses,3.48,%
junho 2004,IPCA - Variação acumulada no ano,3.48,%
junho 2004,IPCA - Variação acumulada em 12 meses,6.06,%
julho 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2328.0200000000000,Número-índice
julho 2004,IPCA - Variação mensal,0.91,%
julho 2004,IPCA - Variação acumulada em 3 meses,2.14,%
julho 2004,IPCA - Variação acumulada em 6 meses,3.63,%
julho 2004,IPCA - Variação acumulada no ano,4.42,%
julho 2004,IPCA - Variação acumulada em 12 meses,6.81,%
agosto 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2344.0800000000000,Número-índice
agosto 2004,IPCA - Variação mensal,0.69,%
agosto 2004,IPCA - Variação acumulada em 3 meses,2.33,%
agosto 2004,IPCA - Variação acumulada em 6 meses,3.71,%
agosto 2004,IPCA - Variação acumulada no ano,5.14,%
agosto 2004,IPCA - Variação acumulada em 12 meses,7.18,%
setembro 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2351.8200000000000,Número-índice
setembro 2004,IPCA - Variação mensal,0.33,%
setembro 2004,IPCA - Variação acumulada em 3 meses,1.94,%
setembro 2004,IPCA - Variação acumulada em 6 meses,3.57,%
setembro 2004,IPCA - Variação acumulada no ano,5.49,%
setembro 2004,IPCA - Variação acumulada em 12 meses,6.70,%
outubro 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2362.1700000000000,Número-índice
outubro 2004,IPCA - Variação mensal,0.44,%
outubro 2004,IPCA - Variação acumulada em 3 meses,1.47,%
outubro 2004,IPCA - Variação acumulada em 6 meses,3.64,%
outubro 2004,IPCA - Variação acumulada no ano,5.95,%
outubro 2004,IPCA - Variação acumulada em 12 meses,6.86,%
novembro 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2378.4700000000000,Número-índice
novembro 2004,IPCA - Variação mensal,0.69,%
novembro 2004,IPCA - Variação acumulada em 3 meses,1.47,%
novembro 2004,IPCA - Variação acumulada em 6 meses,3.83,%
novembro 2004,IPCA - Variação acumulada no ano,6.68,%
novembro 2004,IPCA - Variação acumulada em 12 meses,7.24,%
dezembro 2004,IPCA - Número-índice (base: dezembro de 1993 = 100),2398.9200000000000,Número-índice
dezembro 2004,IPCA - Variação mensal,0.86,%
dezembro 2004,IPCA - Variação acumulada em 3 meses,2.00,%
dezembro 2004,IPCA - Variação acumulada em 6 meses,3.98,%
dezembro 2004,IPCA - Variação acumulada no ano,7.60,%
dezembro 2004,IPCA - Variação acumulada em 12 meses,7.60,%
janeiro 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2412.8300000000000,Número-índice
janeiro 2005,IPCA - Variação mensal,0.58,%
janeiro 2005,IPCA - Variação acumulada em 3 meses,2.14,%
janeiro 2005,IPCA - Variação acumulada em 6 meses,3.64,%
janeiro 2005,IPCA - Variação acumulada no ano,0.58,%
janeiro 2005,IPCA - Variação acumulada em 12 meses,7.41,%
fevereiro 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2427.0700000000000,Número-índice
fevereiro 2005,IPCA - Variação mensal,0.59,%
fevereiro 2005,IPCA - Variação acumulada em 3 meses,2.04,%
fevereiro 2005,IPCA - Variação acumulada em 6 meses,3.54,%
fevereiro 2005,IPCA - Variação acumulada no ano,1.17,%
fevereiro 2005,IPCA - Variação acumulada em 12 meses,7.39,%
março 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2441.8700000000000,Número-índice
março 2005,IPCA - Variação mensal,0.61,%
março 2005,IPCA - Variação acumulada em 3 meses,1.79,%
março 2005,IPCA - Variação acumulada em 6 meses,3.83,%
março 2005,IPCA - Variação acumulada no ano,1.79,%
março 2005,IPCA - Variação acumulada em 12 meses,7.54,%
abril 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2463.1100000000000,Número-índice
abril 2005,IPCA - Variação mensal,0.87,%
abril 2005,IPCA - Variação acumulada em 3 meses,2.08,%
abril 2005,IPCA - Variação acumulada em 6 meses,4.27,%
abril 2005,IPCA - Variação acumulada no ano,2.68,%
abril 2005,IPCA - Variação acumulada em 12 meses,8.07,%
maio 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2475.1800000000000,Número-índice
maio 2005,IPCA - Variação mensal,0.49,%
maio 2005,IPCA - Variação acumulada em 3 meses,1.98,%
maio 2005,IPCA - Variação acumulada em 6 meses,4.07,%
maio 2005,IPCA - Variação acumulada no ano,3.18,%
maio 2005,IPCA - Variação acumulada em 12 meses,8.05,%
junho 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2474.6800000000000,Número-índice
junho 2005,IPCA - Variação mensal,-0.02,%
junho 2005,IPCA - Variação acumulada em 3 meses,1.34,%
junho 2005,IPCA - Variação acumulada em 6 meses,3.16,%
junho 2005,IPCA - Variação acumulada no ano,3.16,%
junho 2005,IPCA - Variação acumulada em 12 meses,7.27,%
julho 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2480.8700000000000,Número-índice
julho 2005,IPCA - Variação mensal,0.25,%
julho 2005,IPCA - Variação acumulada em 3 meses,0.72,%
julho 2005,IPCA - Variação acumulada em 6 meses,2.82,%
julho 2005,IPCA - Variação acumulada no ano,3.42,%
julho 2005,IPCA - Variação acumulada em 12 meses,6.57,%
agosto 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2485.0900000000000,Número-índice
agosto 2005,IPCA - Variação mensal,0.17,%
agosto 2005,IPCA - Variação acumulada em 3 meses,0.40,%
agosto 2005,IPCA - Variação acumulada em 6 meses,2.39,%
agosto 2005,IPCA - Variação acumulada no ano,3.59,%
agosto 2005,IPCA - Variação acumulada em 12 meses,6.02,%
setembro 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2493.7900000000000,Número-índice
setembro 2005,IPCA - Variação mensal,0.35,%
setembro 2005,IPCA - Variação acumulada em 3 meses,0.77,%
setembro 2005,IPCA - Variação acumulada em 6 meses,2.13,%
setembro 2005,IPCA - Variação acumulada no ano,3.95,%
setembro 2005,IPCA - Variação acumulada em 12 meses,6.04,%
outubro 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2512.4900000000000,Número-índice
outubro 2005,IPCA - Variação mensal,0.75,%
outubro 2005,IPCA - Variação acumulada em 3 meses,1.27,%
outubro 2005,IPCA - Variação acumulada em 6 meses,2.00,%
outubro 2005,IPCA - Variação acumulada no ano,4.73,%
outubro 2005,IPCA - Variação acumulada em 12 meses,6.36,%
novembro 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2526.3100000000000,Número-índice
novembro 2005,IPCA - Variação mensal,0.55,%
novembro 2005,IPCA - Variação acumulada em 3 meses,1.66,%
novembro 2005,IPCA - Variação acumulada em 6 meses,2.07,%
novembro 2005,IPCA - Variação acumulada no ano,5.31,%
novembro 2005,IPCA - Variação acumulada em 12 meses,6.22,%
dezembro 2005,IPCA - Número-índice (base: dezembro de 1993 = 100),2535.4000000000000,Número-índice
dezembro 2005,IPCA - Variação mensal,0.36,%
dezembro 2005,IPCA - Variação acumulada em 3 meses,1.67,%
dezembro 2005,IPCA - Variação acumulada em 6 meses,2.45,%
dezembro 2005,IPCA - Variação acumulada no ano,5.69,%
dezembro 2005,IPCA - Variação acumulada em 12 meses,5.69,%
janeiro 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2550.3600000000000,Número-índice
janeiro 2006,IPCA - Variação mensal,0.59,%
janeiro 2006,IPCA - Variação acumulada em 3 meses,1.51,%
janeiro 2006,IPCA - Variação acumulada em 6 meses,2.80,%
janeiro 2006,IPCA - Variação acumulada no ano,0.59,%
janeiro 2006,IPCA - Variação acumulada em 12 meses,5.70,%
fevereiro 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2560.8200000000000,Número-índice
fevereiro 2006,IPCA - Variação mensal,0.41,%
fevereiro 2006,IPCA - Variação acumulada em 3 meses,1.37,%
fevereiro 2006,IPCA - Variação acumulada em 6 meses,3.05,%
fevereiro 2006,IPCA - Variação acumulada no ano,1.00,%
fevereiro 2006,IPCA - Variação acumulada em 12 meses,5.51,%
março 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2571.8300000000000,Número-índice
março 2006,IPCA - Variação mensal,0.43,%
março 2006,IPCA - Variação acumulada em 3 meses,1.44,%
março 2006,IPCA - Variação acumulada em 6 meses,3.13,%
março 2006,IPCA - Variação acumulada no ano,1.44,%
março 2006,IPCA - Variação acumulada em 12 meses,5.32,%
abril 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2577.2300000000000,Número-índice
abril 2006,IPCA - Variação mensal,0.21,%
abril 2006,IPCA - Variação acumulada em 3 meses,1.05,%
abril 2006,IPCA - Variação acumulada em 6 meses,2.58,%
abril 2006,IPCA - Variação acumulada no ano,1.65,%
abril 2006,IPCA - Variação acumulada em 12 meses,4.63,%
maio 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2579.8100000000000,Número-índice
maio 2006,IPCA - Variação mensal,0.10,%
maio 2006,IPCA - Variação acumulada em 3 meses,0.74,%
maio 2006,IPCA - Variação acumulada em 6 meses,2.12,%
maio 2006,IPCA - Variação acumulada no ano,1.75,%
maio 2006,IPCA - Variação acumulada em 12 meses,4.23,%
junho 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2574.3900000000000,Número-índice
junho 2006,IPCA - Variação mensal,-0.21,%
junho 2006,IPCA - Variação acumulada em 3 meses,0.10,%
junho 2006,IPCA - Variação acumulada em 6 meses,1.54,%
junho 2006,IPCA - Variação acumulada no ano,1.54,%
junho 2006,IPCA - Variação acumulada em 12 meses,4.03,%
julho 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2579.2800000000000,Número-índice
julho 2006,IPCA - Variação mensal,0.19,%
julho 2006,IPCA - Variação acumulada em 3 meses,0.08,%
julho 2006,IPCA - Variação acumulada em 6 meses,1.13,%
julho 2006,IPCA - Variação acumulada no ano,1.73,%
julho 2006,IPCA - Variação acumulada em 12 meses,3.97,%
agosto 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2580.5700000000000,Número-índice
agosto 2006,IPCA - Variação mensal,0.05,%
agosto 2006,IPCA - Variação acumulada em 3 meses,0.03,%
agosto 2006,IPCA - Variação acumulada em 6 meses,0.77,%
agosto 2006,IPCA - Variação acumulada no ano,1.78,%
agosto 2006,IPCA - Variação acumulada em 12 meses,3.84,%
setembro 2006,IPCA - Número-índice (base: dezembro de 1993 = 100),2585.9900000000000,Número-índice
setembro 2006,IPCA - Variação mensal,0.21,%
setembro 2006,IPCA - Variação acumulada em 3 meses,0.45,%
setembro 2006,IPCA - Variação acumulada em 6 meses,0.55,%
setembro 2006,IPCA - Variação acumulada no ano,2.00,%
setembro 2006,IPCA - Variação acumulada em 12 meses,3.70,%
